step,x,y,yaw,dist_to_goal,min_obs_dist
58,1.2685,1.6206,0.9042,3.6151,1.2887
59,1.3149,1.6796,0.9168,3.6008,1.3381
60,1.3605,1.7391,0.9293,3.5890,1.3904
61,1.4054,1.7992,0.9413,3.5796,1.4450
62,1.4495,1.8598,0.9543,3.5727,1.5018
63,1.4929,1.9210,0.9698,3.5683,1.5605
64,1.5353,1.9828,0.9863,3.5667,1.6210
65,1.5767,2.0454,1.0084,3.5678,1.6832
66,1.6167,2.1088,1.0316,3.5722,1.7469
67,1.6552,2.1732,1.0509,3.5799,1.8122
68,1.6924,2.2383,1.0703,3.5906,1.8790
69,1.7284,2.3041,1.0868,3.6042,1.9469
70,1.7633,2.3705,1.1004,3.6206,2.0159
71,1.7973,2.4373,1.1182,3.6394,2.0857
72,1.8301,2.5048,1.1367,3.6609,2.1562
73,1.8617,2.5728,1.1527,3.6851,2.2273
74,1.8921,2.6414,1.1675,3.7119,2.2991
75,1.9215,2.7103,1.1804,3.7409,2.3714
76,1.9501,2.7797,1.1934,3.7721,2.4442
77,1.9777,2.8494,1.2076,3.8054,2.5172
78,2.0044,2.9195,1.2211,3.8408,2.5906
79,2.0301,2.9900,1.2365,3.8782,2.6643
80,2.0547,3.0608,1.2499,3.9177,2.7382
81,2.0783,3.1320,1.2623,3.9590,2.8123
82,2.1011,3.2035,1.2773,4.0021,2.8867
83,2.1228,3.2753,1.2933,4.0470,2.9611
84,2.1433,3.3474,1.3091,4.0938,3.0358
85,2.1627,3.4198,1.3237,4.1422,3.1105
86,2.1811,3.4926,1.3403,4.1923,3.1853
87,2.1982,3.5656,1.3545,4.2440,3.2603
88,2.2143,3.6388,1.3731,4.2971,3.3352
89,2.2290,3.7124,1.3926,4.3519,3.4102
90,2.2423,3.7862,1.4104,4.4082,3.4852
91,2.2543,3.8602,1.4288,4.4659,3.5602
92,2.2649,3.9345,1.4434,4.5250,3.6351
93,2.2745,4.0089,1.4549,4.5852,3.7100
94,2.2831,4.0834,1.4665,4.6463,3.7848
95,2.2909,4.1580,1.4763,4.7083,3.8596
96,2.2980,4.2326,1.4871,4.7711,3.9343
97,2.3043,4.3074,1.4974,4.8347,4.0090
98,2.3098,4.3822,1.5088,4.8990,4.0835
99,2.3144,4.4570,1.5186,4.9640,4.1580
100,2.3183,4.5319,1.5294,5.0297,4.2325
101,2.3214,4.6068,1.5410,5.0960,4.3068
102,2.3237,4.6818,1.5588,5.1629,4.3811
103,2.3246,4.7568,1.5784,5.2306,4.4553
104,2.3240,4.8318,1.5971,5.2992,4.5292
105,2.3220,4.9068,1.6205,5.3684,4.6030
106,2.3183,4.9817,1.6404,5.4385,4.6766
107,2.3131,5.0565,1.6566,5.5092,4.7498
108,2.3067,5.1312,1.6746,5.5803,4.8227
109,2.2989,5.2058,1.6911,5.6520,4.8955
110,2.2899,5.2803,1.7037,5.7242,4.9679
111,2.2799,5.3546,1.7146,5.7966,5.0402
112,2.2692,5.4288,1.7270,5.8693,5.1122
113,2.2575,5.5029,1.7455,5.9423,5.1841
114,2.2445,5.5768,1.7662,6.0156,5.2558
115,2.2299,5.6504,1.7860,6.0893,5.3272
116,2.2139,5.7236,1.8085,6.1633,5.3981
117,2.1962,5.7965,1.8317,6.2375,5.4688
118,2.1769,5.8690,1.8567,6.3120,5.5389
119,2.1557,5.9409,1.8838,6.3867,5.6086
120,2.1327,6.0123,1.9132,6.4616,5.6776
121,2.1075,6.0829,1.9365,6.5365,5.7460
122,2.0807,6.1530,1.9565,6.6115,5.8137
123,2.0524,6.2225,1.9749,6.6865,5.8808
124,2.0229,6.2914,1.9947,6.7615,5.9473
125,1.9921,6.3598,2.0108,6.8364,6.0135
126,1.9601,6.4276,2.0271,6.9113,6.0791
127,1.9271,6.4950,2.0470,6.9860,6.1444
128,1.8927,6.5616,2.0665,7.0607,6.2092
129,1.8570,6.6276,2.0814,7.1351,6.2736
130,1.8204,6.6930,2.0957,7.2095,6.3374
131,1.7828,6.7579,2.1058,7.2837,6.4008
132,1.7446,6.8225,2.1169,7.3579,6.4639
133,1.7056,6.8865,2.1266,7.4319,6.5269
134,1.6660,6.9503,2.1354,7.5058,6.5897
135,1.6259,7.0136,2.1540,7.5797,6.6523
136,1.5846,7.0762,2.1721,7.6533,6.7148
137,1.5422,7.1381,2.1939,7.7266,6.7767
138,1.4984,7.1990,2.2110,7.7997,6.8382
139,1.4536,7.2591,2.2279,7.8724,6.8990
140,1.4078,7.3185,2.2434,7.9449,6.9593
141,1.3611,7.3772,2.2615,8.0172,7.0191
142,1.3133,7.4350,2.2770,8.0891,7.0785
143,1.2646,7.4920,2.2961,8.1608,7.1374
144,1.2149,7.5482,2.3151,8.2321,7.1958
145,1.1641,7.6033,2.3327,8.3030,7.2536
146,1.1123,7.6576,2.3562,8.3735,7.3108
147,1.0593,7.7106,2.3772,8.4435,7.3675
148,1.0051,7.7625,2.3942,8.5130,7.4234
149,0.9501,7.8135,2.4094,8.5821,7.4785
150,0.8943,7.8637,2.4276,8.6509,7.5331
151,0.8376,7.9128,2.4441,8.7192,7.5872
152,0.7802,7.9609,2.4625,8.7871,7.6408
153,0.7218,8.0081,2.4847,8.8546,7.6938
154,0.6624,8.0538,2.5112,8.9214,7.7462
155,0.6018,8.0981,2.5362,8.9875,7.7978
156,0.5402,8.1407,2.5626,9.0527,7.8483
157,0.4774,8.1818,2.5844,9.1172,7.8978
158,0.4137,8.2214,2.6047,9.1809,7.9462
159,0.3493,8.2598,2.6208,9.2441,7.9938
160,0.2842,8.2971,2.6332,9.3067,8.0405
161,0.2187,8.3336,2.6482,9.3690,8.0868
162,0.1527,8.3691,2.6685,9.4309,8.1327
163,0.0859,8.4033,2.6899,9.4921,8.1782
164,0.0184,8.4361,2.7120,9.5526,8.2229
165,-0.0498,8.4673,2.7336,9.6123,8.2667
166,-0.1186,8.4971,2.7554,9.6712,8.3096
167,-0.1881,8.5253,2.7729,9.7293,8.3516
168,-0.2581,8.5523,2.7895,9.7868,8.3928
169,-0.3284,8.5782,2.8043,9.8438,8.4332
170,-0.3992,8.6030,2.8203,9.9002,8.4731
171,-0.4704,8.6267,2.8331,9.9561,8.5125
172,-0.5418,8.6495,2.8446,10.0117,8.5514
173,-0.6136,8.6714,2.8574,10.0669,8.5899
174,-0.6856,8.6925,2.8733,10.1217,8.6282
175,-0.7579,8.7123,2.8891,10.1760,8.6661
176,-0.8305,8.7311,2.9038,10.2297,8.7034
177,-0.9034,8.7487,2.9197,10.2828,8.7402
178,-0.9765,8.7652,2.9349,10.3355,8.7765
179,-1.0499,8.7806,2.9498,10.3876,8.8122
180,-1.1236,8.7949,2.9689,10.4391,8.8474
181,-1.1975,8.8078,2.9889,10.4899,8.8821
182,-1.2716,8.8192,3.0048,10.5399,8.9161
183,-1.3459,8.8295,3.0182,10.5893,8.9491
184,-1.4203,8.8387,3.0341,10.6383,8.9816
185,-1.4949,8.8467,3.0508,10.6866,9.0137
186,-1.5696,8.8535,3.0717,10.7343,9.0452
187,-1.6444,8.8588,3.0888,10.7811,9.0761
188,-1.7193,8.8627,3.1114,10.8272,9.1061
189,-1.7942,8.8650,3.1335,10.8722,9.1354
190,-1.8692,8.8656,3.1602,10.9163,9.1636
191,-1.9442,8.8642,3.1851,10.9591,9.1908
192,-2.0192,8.8609,3.2066,11.0007,9.2167
193,-2.0940,8.8561,3.2281,11.0413,9.2413
194,-2.1687,8.8496,3.2505,11.0809,9.2650
195,-2.2433,8.8414,3.2748,11.1195,9.2876
196,-2.3176,8.8315,3.2961,11.1568,9.3092
197,-2.3917,8.8199,3.3160,11.1932,9.3296
198,-2.4656,8.8069,3.3387,11.2286,9.3490
199,-2.5391,8.7922,3.3648,11.2629,9.3675
200,-2.6123,8.7756,3.3905,11.2958,9.3849
201,-2.6850,8.7572,3.4114,11.3275,9.4009
202,-2.7572,8.7372,3.4328,11.3581,9.4156
203,-2.8291,8.7156,3.4540,11.3876,9.4294
204,-2.9005,8.6926,3.4731,11.4161,9.4421
205,-2.9714,8.6682,3.4887,11.4437,9.4538
206,-3.0419,8.6427,3.5094,11.4707,9.4647
207,-3.1119,8.6157,3.5283,11.4966,9.4750
208,-3.1813,8.5874,3.5511,11.5216,9.4843
209,-3.2501,8.5575,3.5754,11.5454,9.4928
210,-3.3182,8.5260,3.5955,11.5679,9.5002
211,-3.3856,8.4931,3.6170,11.5895,9.5063
212,-3.4523,8.4588,3.6348,11.6099,9.5115
213,-3.5183,8.4233,3.6496,11.6295,9.5157
214,-3.5839,8.3868,3.6655,11.6485,9.5191
215,-3.6488,8.3493,3.6809,11.6668,9.5220
216,-3.7132,8.3108,3.6988,11.6844,9.5243
217,-3.7768,8.2711,3.7129,11.7012,9.5259
218,-3.8399,8.2306,3.7288,11.7174,9.5269
219,-3.9024,8.1890,3.7426,11.7328,9.5273
220,-3.9642,8.1466,3.7553,11.7478,9.5272
221,-4.0255,8.1034,3.7703,11.7622,9.5265
222,-4.0862,8.0593,3.7888,11.7760,9.5255
223,-4.1460,8.0141,3.8085,11.7889,9.5240
224,-4.2050,7.9677,3.8268,11.8009,9.5216
225,-4.2630,7.9202,3.8505,11.8119,9.5184
226,-4.3200,7.8714,3.8723,11.8216,9.5143
227,-4.3758,7.8214,3.8933,11.8302,9.5091
228,-4.4306,7.7701,3.9114,11.8377,9.5028
229,-4.4845,7.7179,3.9287,11.8443,9.4955
230,-4.5374,7.6648,3.9499,11.8501,9.4874
231,-4.5892,7.6106,3.9743,11.8547,9.4787
232,-4.6397,7.5551,3.9964,11.8580,9.4689
233,-4.6889,7.4985,4.0161,11.8602,9.4578
234,-4.7370,7.4410,4.0340,11.8613,9.4457
235,-4.7841,7.3826,4.0505,11.8615,9.4328
236,-4.8302,7.3234,4.0668,11.8610,9.4190
237,-4.8753,7.2635,4.0820,11.8598,9.4046
238,-4.9195,7.2029,4.0922,11.8579,9.3896
239,-4.9631,7.1419,4.1065,11.8557,9.3740
240,-5.0058,7.0802,4.1211,11.8529,9.3582
241,-5.0476,7.0180,4.1360,11.8494,9.3420
242,-5.0885,6.9551,4.1458,11.8453,9.3252
243,-5.1287,6.8918,4.1557,11.8410,9.3079
244,-5.1684,6.8281,4.1620,11.8364,9.2905
245,-5.2076,6.7642,4.1747,11.8318,9.2729
246,-5.2460,6.6998,4.1894,11.8267,9.2554
247,-5.2835,6.6348,4.2048,11.8210,9.2375
248,-5.3199,6.5693,4.2255,11.8147,9.2191
249,-5.3550,6.5030,4.2423,11.8072,9.2001
250,-5.3890,6.4361,4.2627,11.7990,9.1803
251,-5.4216,6.3686,4.2837,11.7897,9.1597
252,-5.4528,6.3004,4.3058,11.7793,9.1383
253,-5.4824,6.2315,4.3284,11.7678,9.1159
254,-5.5105,6.1619,4.3451,11.7550,9.0924
255,-5.5374,6.0919,4.3577,11.7415,9.0679
256,-5.5635,6.0216,4.3680,11.7275,9.0428
257,-5.5888,5.9510,4.3770,11.7132,9.0173
258,-5.6135,5.8802,4.3844,11.6987,8.9916
259,-5.6376,5.8092,4.3937,11.6841,8.9658
260,-5.6611,5.7380,4.4037,11.6693,8.9401
261,-5.6839,5.6665,4.4145,11.6543,8.9142
262,-5.7059,5.5948,4.4272,11.6389,8.8882
263,-5.7270,5.5228,4.4456,11.6230,8.8619
264,-5.7468,5.4505,4.4680,11.6063,8.8353
265,-5.7650,5.3777,4.4958,11.5883,8.8080
266,-5.7811,5.3045,4.5195,11.5688,8.7796
267,-5.7955,5.2309,4.5366,11.5481,8.7499
268,-5.8086,5.1570,4.5519,11.5266,8.7191
269,-5.8206,5.0830,4.5647,11.5044,8.6876
270,-5.8316,5.0088,4.5776,11.4817,8.6555
271,-5.8417,4.9345,4.5907,11.4586,8.6232
272,-5.8508,4.8600,4.6046,11.4350,8.5905
273,-5.8589,4.7855,4.6163,11.4108,8.5574
274,-5.8661,4.7108,4.6318,11.3863,8.5239
275,-5.8721,4.6361,4.6436,11.3610,8.4901
276,-5.8772,4.5612,4.6535,11.3354,8.4558
277,-5.8817,4.4864,4.6696,11.3096,8.4213
278,-5.8849,4.4114,4.6834,11.2830,8.3866
279,-5.8870,4.3365,4.6957,11.2559,8.3513
280,-5.8883,4.2615,4.7098,11.2284,8.3156
281,-5.8885,4.1865,4.7215,11.2003,8.2797
282,-5.8878,4.1115,4.7317,11.1719,8.2433
283,-5.8864,4.0365,4.7414,11.1432,8.2067
284,-5.8842,3.9615,4.7516,11.1142,8.1699
285,-5.8813,3.8866,4.7665,11.0849,8.1329
286,-5.8772,3.8117,4.7861,11.0551,8.0959
287,-5.8717,3.7369,4.8045,11.0243,8.0583
288,-5.8648,3.6622,4.8184,10.9927,8.0200
289,-5.8568,3.5876,4.8320,10.9606,7.9810
290,-5.8479,3.5132,4.8472,10.9280,7.9417
291,-5.8378,3.4389,4.8615,10.8948,7.9019
292,-5.8267,3.3647,4.8724,10.8610,7.8617
293,-5.8147,3.2907,4.8835,10.8269,7.8211
294,-5.8019,3.2168,4.8980,10.7925,7.7803
295,-5.7881,3.1430,4.9115,10.7575,7.7393
296,-5.7733,3.0695,4.9231,10.7220,7.6979
297,-5.7576,2.9962,4.9384,10.6862,7.6561
298,-5.7408,2.9231,4.9558,10.6498,7.6141
299,-5.7227,2.8503,4.9717,10.6126,7.5717
