step,raw_vx,raw_wz,safe_vx,safe_wz,intervened,inference_ms,cbf_ms
103,0.3000,0.0766,0.3000,0.0770,0,10.39,0.05
104,0.3000,0.0476,0.3000,0.0682,0,10.39,0.05
105,0.3000,0.0685,0.3000,0.0683,0,10.41,0.05
106,0.3000,0.0503,0.3000,0.0629,0,10.36,0.05
107,0.3000,0.0638,0.3000,0.0631,0,10.50,0.05
108,0.3000,0.0831,0.3000,0.0691,0,10.43,0.05
109,0.3000,0.0650,0.3000,0.0679,0,10.39,0.05
110,0.3000,0.1467,0.3000,0.0915,0,10.44,0.05
111,0.3000,0.0863,0.3000,0.0899,0,10.34,0.05
112,0.3000,0.0568,0.3000,0.0800,0,10.45,0.05
113,0.3000,0.0650,0.3000,0.0755,0,10.47,0.05
114,0.3000,0.1408,0.3000,0.0951,0,10.45,0.05
115,0.3000,0.0746,0.3000,0.0889,0,10.80,0.06
116,0.3000,0.0538,0.3000,0.0784,0,11.17,0.06
117,0.3000,0.0938,0.3000,0.0830,0,10.77,0.06
118,0.3000,0.0555,0.3000,0.0748,0,10.68,0.05
119,0.3000,0.0730,0.3000,0.0742,0,10.69,0.05
120,0.3000,0.0552,0.3000,0.0685,0,10.52,0.06
121,0.3000,0.0481,0.3000,0.0624,0,10.88,0.05
122,0.3000,0.0606,0.3000,0.0618,0,10.51,0.05
123,0.3000,0.0820,0.3000,0.0679,0,10.48,0.05
124,0.3000,0.0504,0.3000,0.0626,0,10.42,0.05
125,0.3000,0.0070,0.3000,0.0460,0,10.52,0.05
126,0.3000,0.0536,0.3000,0.0483,0,10.49,0.05
127,0.3000,0.0378,0.3000,0.0451,0,10.45,0.05
128,0.3000,0.0521,0.3000,0.0472,0,10.48,0.05
129,0.3000,0.0618,0.3000,0.0516,0,10.38,0.05
130,0.3000,0.1185,0.3000,0.0717,0,10.48,0.05
131,0.3000,0.0962,0.3000,0.0790,0,10.59,0.06
132,0.3000,0.0204,0.3000,0.0614,0,10.56,0.05
133,0.3000,0.0442,0.3000,0.0562,0,10.64,0.05
134,0.3000,0.1480,0.3000,0.0838,0,10.60,0.06
135,0.3000,0.1219,0.3000,0.0952,0,10.60,0.05
136,0.3000,0.0943,0.3000,0.0949,0,10.62,0.05
137,0.3000,0.0536,0.3000,0.0825,0,10.51,0.05
138,0.3000,0.0246,0.3000,0.0652,0,10.38,0.05
139,0.3000,0.0263,0.3000,0.0535,0,10.43,0.05
140,0.3000,0.0224,0.3000,0.0442,0,10.36,0.05
141,0.3000,0.1192,0.3000,0.0667,0,10.85,0.05
142,0.3000,0.0509,0.3000,0.0619,0,10.49,0.05
143,0.3000,0.1275,0.3000,0.0816,0,10.40,0.05
144,0.3000,0.0324,0.3000,0.0668,0,10.60,0.05
145,0.3000,0.0949,0.3000,0.0752,0,10.48,0.05
146,0.3000,0.0547,0.3000,0.0691,0,10.50,0.05
147,0.3000,0.0338,0.3000,0.0585,0,10.50,0.05
148,0.3000,0.0922,0.3000,0.0686,0,10.44,0.05
149,0.3000,0.0694,0.3000,0.0689,0,10.51,0.05
150,0.3000,0.0968,0.3000,0.0773,0,10.55,0.05
151,0.3000,0.0323,0.3000,0.0638,0,10.43,0.05
152,0.3000,0.0323,0.3000,0.0543,0,10.41,0.05
153,0.3000,0.0733,0.3000,0.0600,0,10.61,0.05
154,0.3000,0.1420,0.3000,0.0846,0,10.50,0.05
155,0.3000,0.0959,0.3000,0.0880,0,10.40,0.05
156,0.3000,0.0248,0.3000,0.0690,0,10.57,0.06
157,0.3000,0.0994,0.3000,0.0781,0,10.42,0.05
158,0.3000,0.0625,0.3000,0.0734,0,10.59,0.05
159,0.3000,0.0920,0.3000,0.0790,0,10.51,0.05
160,0.3000,0.0565,0.3000,0.0723,0,10.44,0.06
161,0.3000,0.0782,0.3000,0.0740,0,10.87,0.05
162,0.3000,0.0894,0.3000,0.0787,0,10.71,0.05
163,0.3000,0.0724,0.3000,0.0768,0,10.45,0.05
164,0.3000,0.0516,0.3000,0.0692,0,10.44,0.05
165,0.3000,0.0831,0.3000,0.0734,0,10.51,0.05
166,0.3000,0.0323,0.3000,0.0610,0,10.44,0.05
167,0.3000,0.0859,0.3000,0.0685,0,10.46,0.05
168,0.3000,0.0220,0.3000,0.0546,0,10.50,0.05
169,0.3000,0.0427,0.3000,0.0510,0,10.64,0.06
170,0.3000,0.1094,0.3000,0.0685,0,10.53,0.05
171,0.3000,0.1370,0.3000,0.0891,0,10.48,0.05
172,0.3000,0.0519,0.3000,0.0779,0,10.44,0.05
173,0.3000,0.0725,0.3000,0.0763,0,10.54,0.05
174,0.3000,0.1134,0.3000,0.0874,0,10.47,0.05
175,0.3000,0.0478,0.3000,0.0756,0,10.61,0.05
176,0.3000,0.0539,0.3000,0.0690,0,10.48,0.06
177,0.3000,0.1064,0.3000,0.0803,0,10.37,0.05
178,0.3000,0.0597,0.3000,0.0741,0,10.46,0.05
179,0.3000,0.0116,0.3000,0.0554,0,10.54,0.05
180,0.3000,0.0339,0.3000,0.0489,0,10.79,0.06
181,0.3000,0.0176,0.3000,0.0395,0,11.13,0.06
182,0.3000,0.0372,0.3000,0.0388,0,10.88,0.06
183,0.3000,0.0357,0.3000,0.0379,0,10.68,0.06
184,0.3000,0.0547,0.3000,0.0429,0,11.01,0.06
185,0.3000,0.0440,0.3000,0.0432,0,10.87,0.06
186,0.3000,0.0369,0.3000,0.0413,0,10.63,0.06
187,0.3000,0.0397,0.3000,0.0408,0,10.81,0.06
188,0.3000,0.0635,0.3000,0.0476,0,10.98,0.06
189,0.3000,0.0275,0.3000,0.0416,0,10.77,0.06
190,0.3000,0.1415,0.3000,0.0716,0,10.83,0.05
191,0.3000,0.0614,0.3000,0.0685,0,10.84,0.06
192,0.3000,0.0865,0.3000,0.0739,0,10.59,0.06
193,0.3000,0.0428,0.3000,0.0646,0,10.68,0.05
194,0.3000,0.0221,0.3000,0.0518,0,10.79,0.06
195,0.3000,0.0408,0.3000,0.0485,0,10.54,0.06
196,0.3000,0.0708,0.3000,0.0552,0,10.67,0.05
197,0.3000,0.0180,0.3000,0.0440,0,10.82,0.06
198,0.3000,0.0861,0.3000,0.0566,0,10.58,0.06
199,0.3000,0.0538,0.3000,0.0558,0,10.77,0.05
200,0.3000,0.0621,0.3000,0.0577,0,10.93,0.06
201,0.3000,0.0404,0.3000,0.0525,0,10.69,0.06
202,0.3000,0.0157,0.3000,0.0415,0,10.93,0.06
203,0.3000,0.0697,0.3000,0.0499,0,10.94,0.06
204,0.3000,0.0970,0.3000,0.0641,0,10.73,0.06
205,0.3000,0.0647,0.3000,0.0642,0,10.73,0.05
206,0.3000,0.0851,0.3000,0.0705,0,10.88,0.06
207,0.3000,0.0299,0.3000,0.0583,0,10.62,0.06
208,0.3000,0.0914,0.3000,0.0683,0,11.19,0.06
209,0.3000,0.0607,0.3000,0.0660,0,11.19,0.07
210,0.3000,0.1027,0.3000,0.0770,0,11.01,0.06
211,0.3000,0.1011,0.3000,0.0842,0,10.95,0.06
212,0.3000,0.0573,0.3000,0.0762,0,11.18,0.06
213,0.3000,0.0285,0.3000,0.0619,0,11.01,0.09
214,0.3000,0.0254,0.3000,0.0509,0,10.74,0.06
215,0.3000,0.0237,0.3000,0.0428,0,10.99,0.06
216,0.3000,0.0355,0.3000,0.0406,0,10.97,0.06
217,0.3000,0.0422,0.3000,0.0411,0,10.65,0.05
218,0.3000,0.1414,0.3000,0.0712,0,11.04,0.06
219,0.3000,0.1288,0.3000,0.0885,0,10.97,0.06
220,0.3000,0.0373,0.3000,0.0731,0,10.65,0.06
221,0.3000,0.0250,0.3000,0.0587,0,11.12,0.06
222,0.3000,0.0358,0.3000,0.0518,0,10.93,0.06
223,0.3000,0.0580,0.3000,0.0537,0,10.60,0.06
224,0.3000,0.0723,0.3000,0.0593,0,10.87,0.05
225,0.3000,0.0942,0.3000,0.0698,0,10.75,0.05
226,0.3000,0.0826,0.3000,0.0736,0,10.48,0.05
227,0.3000,0.0423,0.3000,0.0642,0,10.45,0.05
228,0.3000,0.0405,0.3000,0.0571,0,10.48,0.05
229,0.3000,0.0958,0.3000,0.0687,0,10.36,0.05
230,0.3000,0.0321,0.3000,0.0577,0,10.65,0.05
231,0.3000,0.0503,0.3000,0.0555,0,10.43,0.05
232,0.3000,0.0809,0.3000,0.0631,0,10.32,0.05
233,0.3000,0.1474,0.3000,0.0884,0,10.46,0.05
234,0.3000,0.0253,0.3000,0.0695,0,10.54,0.06
235,0.3000,0.1261,0.3000,0.0864,0,10.63,0.05
236,0.3000,0.0708,0.3000,0.0817,0,10.70,0.05
237,0.3000,0.0540,0.3000,0.0734,0,10.57,0.13
238,0.3000,0.0239,0.3000,0.0586,0,10.50,0.05
239,0.3000,0.1151,0.3000,0.0755,0,10.68,0.05
240,0.3000,0.0333,0.3000,0.0628,0,10.37,0.06
241,0.3000,0.1000,0.3000,0.0740,0,10.44,0.05
242,0.3000,0.0859,0.3000,0.0776,0,10.66,0.05
243,0.3000,0.0808,0.3000,0.0785,0,10.33,0.05
244,0.3000,0.1062,0.3000,0.0868,0,10.53,0.05
245,0.3000,0.1033,0.3000,0.0918,0,10.48,0.05
246,0.3000,0.0173,0.3000,0.0694,0,10.30,0.05
247,0.3000,0.0425,0.3000,0.0614,0,10.55,0.05
248,0.3000,0.0658,0.3000,0.0627,0,10.59,0.05
249,0.3000,0.0967,0.3000,0.0729,0,10.43,0.06
250,0.3000,0.0366,0.3000,0.0620,0,10.79,0.06
251,0.3000,0.0682,0.3000,0.0639,0,10.89,0.06
252,0.3000,0.0801,0.3000,0.0687,0,10.77,0.06
253,0.3000,0.0984,0.3000,0.0776,0,10.78,0.05
254,0.3000,0.0696,0.3000,0.0752,0,10.47,0.05
255,0.3000,0.0006,0.3000,0.0528,0,10.33,0.05
256,0.3000,0.0795,0.3000,0.0608,0,10.51,0.05
257,0.3000,0.0563,0.3000,0.0595,0,10.56,0.06
258,0.3000,0.0493,0.3000,0.0564,0,10.67,0.05
259,0.3000,0.0819,0.3000,0.0641,0,10.58,0.05
260,0.3000,0.0452,0.3000,0.0584,0,10.36,0.12
261,0.3000,0.0333,0.3000,0.0509,0,10.33,0.05
262,0.3000,0.1153,0.3000,0.0702,0,10.64,0.06
263,0.3000,0.1199,0.3000,0.0851,0,10.53,0.05
264,0.3000,0.0534,0.3000,0.0756,0,10.46,0.05
265,0.3000,0.0349,0.3000,0.0634,0,10.90,0.05
266,0.3000,0.0672,0.3000,0.0645,0,10.39,0.05
267,0.3000,0.0647,0.3000,0.0646,0,10.40,0.05
268,0.3000,0.0647,0.3000,0.0646,0,10.46,0.05
269,0.3000,0.0293,0.3000,0.0540,0,10.37,0.05
270,0.3000,0.0415,0.3000,0.0503,0,10.41,0.05
271,0.3000,0.0942,0.3000,0.0634,0,10.48,0.05
272,0.3000,0.0469,0.3000,0.0585,0,10.41,0.05
273,0.3000,0.0429,0.3000,0.0538,0,10.49,0.05
274,0.3000,0.0897,0.3000,0.0646,0,10.50,0.06
275,0.3000,0.1128,0.3000,0.0791,0,10.42,0.05
276,0.3000,0.0253,0.3000,0.0629,0,10.45,0.05
277,0.3000,0.0396,0.3000,0.0559,0,10.65,0.06
278,0.3000,0.1097,0.3000,0.0721,0,10.69,0.05
279,0.3000,0.0446,0.3000,0.0638,0,10.62,0.05
280,0.3000,0.0926,0.3000,0.0725,0,10.64,0.06
281,0.3000,0.0782,0.3000,0.0742,0,10.68,0.05
282,0.3000,0.1032,0.3000,0.0829,0,10.77,0.06
283,0.3000,0.0296,0.3000,0.0669,0,10.60,0.06
284,0.3000,0.1183,0.3000,0.0823,0,10.62,0.05
285,0.3000,0.0242,0.3000,0.0649,0,10.75,0.06
286,0.3000,0.0905,0.3000,0.0726,0,10.70,0.06
287,0.3000,0.0853,0.3000,0.0764,0,10.94,0.06
288,0.3000,0.0473,0.3000,0.0677,0,11.06,0.06
289,0.3000,0.1285,0.3000,0.0859,0,10.65,0.06
290,0.3000,0.1006,0.3000,0.0903,0,10.70,0.05
291,0.3000,0.0260,0.3000,0.0710,0,10.87,0.06
292,0.3000,0.0894,0.3000,0.0765,0,10.65,0.06
293,0.3000,0.0550,0.3000,0.0701,0,11.37,0.06
294,0.3000,0.0382,0.3000,0.0605,0,11.82,0.06
295,0.3000,0.1078,0.3000,0.0747,0,11.59,0.06
296,0.3000,0.0582,0.3000,0.0697,0,10.95,0.06
297,0.3000,0.0656,0.3000,0.0685,0,11.46,0.06
298,0.3000,0.0563,0.3000,0.0648,0,11.44,0.06
299,0.3000,0.0495,0.3000,0.0602,0,11.10,0.07
