step,x,y,yaw,dist_to_goal,min_obs_dist
89,2.1637,3.8840,1.4457,4.5325,3.5668
90,2.1730,3.9584,1.4627,4.5917,3.6417
91,2.1811,4.0330,1.4768,4.6521,3.7167
92,2.1882,4.1076,1.4921,4.7135,3.7915
93,2.1941,4.1824,1.5069,4.7760,3.8663
94,2.1988,4.2572,1.5205,4.8394,3.9410
95,2.2026,4.3321,1.5300,4.9036,4.0156
96,2.2057,4.4071,1.5381,4.9685,4.0901
97,2.2081,4.4820,1.5454,5.0340,4.1645
98,2.2100,4.5570,1.5521,5.1000,4.2389
99,2.2114,4.6320,1.5601,5.1665,4.3132
100,2.2122,4.7070,1.5714,5.2335,4.3875
101,2.2122,4.7820,1.5866,5.3011,4.4617
102,2.2110,4.8570,1.6001,5.3693,4.5359
103,2.2088,4.9320,1.6128,5.4382,4.6098
104,2.2057,5.0069,1.6241,5.5075,4.6837
105,2.2017,5.0818,1.6400,5.5774,4.7574
106,2.1965,5.1566,1.6597,5.6477,4.8310
107,2.1898,5.2313,1.6796,5.7187,4.9043
108,2.1817,5.3059,1.6982,5.7902,4.9775
109,2.1721,5.3803,1.7162,5.8623,5.0503
110,2.1613,5.4545,1.7350,5.9347,5.1229
111,2.1490,5.5285,1.7612,6.0076,5.1951
112,2.1348,5.6021,1.7835,6.0809,5.2671
113,2.1190,5.6754,1.8018,6.1546,5.3386
114,2.1018,5.7484,1.8196,6.2286,5.4097
115,2.0834,5.8211,1.8393,6.3028,5.4804
116,2.0635,5.8934,1.8583,6.3772,5.5508
117,2.0422,5.9653,1.8794,6.4518,5.6208
118,2.0194,6.0368,1.8967,6.5266,5.6904
119,1.9954,6.1079,1.9154,6.6014,5.7595
120,1.9701,6.1784,1.9404,6.6764,5.8282
121,1.9430,6.2484,1.9612,6.7513,5.8966
122,1.9144,6.3177,1.9799,6.8263,5.9643
123,1.8846,6.3865,2.0024,6.9013,6.0315
124,1.8532,6.4547,2.0253,6.9763,6.0983
125,1.8203,6.5221,2.0471,7.0511,6.1645
126,1.7859,6.5887,2.0700,7.1258,6.2300
127,1.7500,6.6546,2.0961,7.2004,6.2950
128,1.7124,6.7194,2.1221,7.2747,6.3593
129,1.6731,6.7833,2.1446,7.3488,6.4228
130,1.6324,6.8463,2.1644,7.4226,6.4856
131,1.5904,6.9085,2.1801,7.4962,6.5476
132,1.5475,6.9700,2.1920,7.5695,6.6091
133,1.5039,7.0310,2.2021,7.6427,6.6702
134,1.4596,7.0915,2.2149,7.7158,6.7310
135,1.4146,7.1515,2.2286,7.7887,6.7916
136,1.3687,7.2108,2.2422,7.8614,6.8520
137,1.3221,7.2696,2.2564,7.9338,6.9121
138,1.2746,7.3276,2.2741,8.0061,6.9718
139,1.2261,7.3848,2.2899,8.0780,7.0311
140,1.1767,7.4413,2.3046,8.1497,7.0900
141,1.1264,7.4970,2.3195,8.2210,7.1484
142,1.0754,7.5519,2.3351,8.2921,7.2064
143,1.0235,7.6060,2.3500,8.3629,7.2640
144,0.9708,7.6594,2.3668,8.4334,7.3211
145,0.9172,7.7119,2.3801,8.5035,7.3779
146,0.8629,7.7636,2.3934,8.5733,7.4341
147,0.8079,7.8146,2.4076,8.6429,7.4900
148,0.7522,7.8649,2.4219,8.7122,7.5456
149,0.6958,7.9143,2.4350,8.7811,7.6008
150,0.6388,7.9630,2.4481,8.8498,7.6556
151,0.5811,8.0109,2.4624,8.9181,7.7100
152,0.5228,8.0581,2.4749,8.9861,7.7641
153,0.4638,8.1044,2.4889,9.0539,7.8178
154,0.4042,8.1500,2.5036,9.1213,7.8712
155,0.3440,8.1947,2.5205,9.1883,7.9242
156,0.2830,8.2383,2.5409,9.2549,7.9768
157,0.2211,8.2807,2.5665,9.3209,8.0288
158,0.1582,8.3215,2.5933,9.3861,8.0801
159,0.0942,8.3606,2.6184,9.4504,8.1303
160,0.0292,8.3981,2.6378,9.5139,8.1793
161,-0.0365,8.4343,2.6589,9.5769,8.2274
162,-0.1029,8.4691,2.6772,9.6391,8.2747
163,-0.1699,8.5027,2.6912,9.7007,8.3212
164,-0.2375,8.5353,2.7048,9.7619,8.3670
165,-0.3054,8.5670,2.7177,9.8227,8.4124
166,-0.3738,8.5979,2.7314,9.8832,8.4574
167,-0.4426,8.6278,2.7469,9.9432,8.5020
168,-0.5118,8.6566,2.7624,10.0028,8.5462
169,-0.5815,8.6844,2.7789,10.0618,8.5900
170,-0.6516,8.7110,2.7942,10.1203,8.6331
171,-0.7221,8.7365,2.8117,10.1783,8.6757
172,-0.7931,8.7608,2.8354,10.2357,8.7178
173,-0.8646,8.7834,2.8542,10.2921,8.7593
174,-0.9365,8.8047,2.8756,10.3479,8.7996
175,-1.0089,8.8244,2.8967,10.4028,8.8393
176,-1.0816,8.8426,2.9129,10.4569,8.8780
177,-1.1547,8.8596,2.9288,10.5104,8.9158
178,-1.2280,8.8754,2.9421,10.5633,8.9530
179,-1.3015,8.8903,2.9564,10.6158,8.9897
180,-1.3752,8.9041,2.9693,10.6678,9.0259
181,-1.4491,8.9170,2.9877,10.7193,9.0617
182,-1.5232,8.9285,3.0102,10.7702,9.0971
183,-1.5976,8.9383,3.0314,10.8201,9.1318
184,-1.6721,8.9466,3.0500,10.8690,9.1654
185,-1.7468,8.9534,3.0663,10.9172,9.1981
186,-1.8216,8.9591,3.0795,10.9648,9.2300
187,-1.8964,8.9637,3.0943,11.0119,9.2613
188,-1.9714,8.9673,3.1094,11.0585,9.2922
189,-2.0463,8.9697,3.1232,11.1045,9.3225
190,-2.1213,8.9711,3.1401,11.1500,9.3524
191,-2.1963,8.9712,3.1616,11.1948,9.3817
192,-2.2713,8.9697,3.1842,11.2386,9.4104
193,-2.3462,8.9665,3.2062,11.2813,9.4381
194,-2.4211,8.9616,3.2255,11.3231,9.4648
195,-2.4958,8.9554,3.2425,11.3640,9.4904
196,-2.5704,8.9478,3.2595,11.4041,9.5151
197,-2.6449,8.9390,3.2733,11.4436,9.5392
198,-2.7193,8.9291,3.2895,11.4825,9.5626
199,-2.7934,8.9181,3.3090,11.5207,9.5855
200,-2.8674,8.9056,3.3312,11.5580,9.6078
201,-2.9410,8.8914,3.3494,11.5943,9.6292
202,-3.0144,8.8760,3.3679,11.6297,9.6495
203,-3.0875,8.8591,3.3906,11.6643,9.6690
204,-3.1602,8.8407,3.4165,11.6977,9.6878
205,-3.2324,8.8203,3.4486,11.7298,9.7054
206,-3.3039,8.7976,3.4743,11.7601,9.7217
207,-3.3748,8.7731,3.4984,11.7890,9.7361
208,-3.4450,8.7469,3.5236,11.8166,9.7492
209,-3.5146,8.7190,3.5483,11.8429,9.7611
210,-3.5835,8.6893,3.5760,11.8679,9.7716
211,-3.6516,8.6577,3.6005,11.8914,9.7809
212,-3.7188,8.6245,3.6221,11.9135,9.7887
213,-3.7853,8.5899,3.6415,11.9345,9.7952
214,-3.8511,8.5539,3.6605,11.9545,9.8006
215,-3.9163,8.5167,3.6821,11.9736,9.8052
216,-3.9806,8.4781,3.7009,11.9916,9.8088
217,-4.0441,8.4383,3.7176,12.0086,9.8115
218,-4.1070,8.3975,3.7393,12.0249,9.8132
219,-4.1690,8.3553,3.7629,12.0400,9.8143
220,-4.2300,8.3116,3.7855,12.0539,9.8144
221,-4.2900,8.2666,3.8027,12.0665,9.8132
222,-4.3492,8.2205,3.8178,12.0783,9.8109
223,-4.4077,8.1736,3.8323,12.0894,9.8078
224,-4.4655,8.1258,3.8446,12.1000,9.8042
225,-4.5227,8.0773,3.8538,12.1100,9.8000
226,-4.5795,8.0283,3.8624,12.1199,9.7955
227,-4.6358,7.9788,3.8733,12.1295,9.7909
228,-4.6916,7.9287,3.8870,12.1388,9.7862
229,-4.7467,7.8778,3.9034,12.1475,9.7812
230,-4.8010,7.8261,3.9217,12.1555,9.7758
231,-4.8543,7.7733,3.9410,12.1626,9.7697
232,-4.9066,7.7195,3.9602,12.1686,9.7628
233,-4.9578,7.6648,3.9765,12.1737,9.7550
234,-5.0082,7.6092,3.9921,12.1781,9.7463
235,-5.0577,7.5528,4.0108,12.1817,9.7370
236,-5.1061,7.4955,4.0282,12.1844,9.7271
237,-5.1535,7.4374,4.0450,12.1862,9.7163
238,-5.1999,7.3785,4.0620,12.1873,9.7049
239,-5.2453,7.3188,4.0777,12.1875,9.6927
240,-5.2898,7.2584,4.0906,12.1870,9.6798
241,-5.3335,7.1975,4.1058,12.1861,9.6663
242,-5.3762,7.1358,4.1240,12.1844,9.6524
243,-5.4178,7.0734,4.1415,12.1818,9.6379
244,-5.4584,7.0103,4.1586,12.1784,9.6227
245,-5.4978,6.9465,4.1749,12.1742,9.6067
246,-5.5362,6.8821,4.1914,12.1692,9.5900
247,-5.5735,6.8171,4.2106,12.1634,9.5727
248,-5.6096,6.7513,4.2258,12.1567,9.5547
249,-5.6447,6.6850,4.2397,12.1492,9.5358
250,-5.6788,6.6182,4.2523,12.1412,9.5164
251,-5.7121,6.5510,4.2638,12.1328,9.4966
252,-5.7447,6.4835,4.2790,12.1239,9.4763
253,-5.7762,6.4154,4.2953,12.1143,9.4558
254,-5.8065,6.3468,4.3135,12.1040,9.4347
255,-5.8357,6.2777,4.3288,12.0928,9.4129
256,-5.8637,6.2082,4.3434,12.0809,9.3904
257,-5.8908,6.1382,4.3597,12.0684,9.3674
258,-5.9167,6.0678,4.3767,12.0551,9.3438
259,-5.9414,5.9970,4.3951,12.0411,9.3196
260,-5.9648,5.9258,4.4128,12.0261,9.2947
261,-5.9869,5.8541,4.4326,12.0103,9.2690
262,-6.0076,5.7820,4.4503,11.9934,9.2427
263,-6.0271,5.7096,4.4682,11.9757,9.2154
264,-6.0452,5.6368,4.4846,11.9572,9.1875
265,-6.0621,5.5637,4.5001,11.9379,9.1588
266,-6.0779,5.4904,4.5158,11.9180,9.1294
267,-6.0926,5.4169,4.5328,11.8973,9.0996
268,-6.1060,5.3431,4.5531,11.8758,9.0691
269,-6.1179,5.2690,4.5702,11.8534,9.0380
270,-6.1285,5.1948,4.5852,11.8301,9.0060
271,-6.1380,5.1204,4.5997,11.8062,8.9734
272,-6.1465,5.0459,4.6129,11.7817,8.9402
273,-6.1539,4.9712,4.6279,11.7567,8.9066
274,-6.1602,4.8965,4.6415,11.7310,8.8726
275,-6.1656,4.8217,4.6569,11.7048,8.8380
276,-6.1697,4.7468,4.6733,11.6780,8.8031
277,-6.1726,4.6719,4.6902,11.6504,8.7676
278,-6.1743,4.5969,4.7072,11.6221,8.7315
279,-6.1747,4.5219,4.7254,11.5930,8.6948
280,-6.1737,4.4469,4.7451,11.5630,8.6574
281,-6.1713,4.3719,4.7646,11.5321,8.6194
282,-6.1673,4.2970,4.7812,11.5003,8.5805
283,-6.1622,4.2222,4.8017,11.4678,8.5409
284,-6.1555,4.1475,4.8200,11.4342,8.5007
285,-6.1474,4.0729,4.8384,11.3999,8.4596
286,-6.1380,3.9985,4.8574,11.3647,8.4179
287,-6.1272,3.9243,4.8764,11.3286,8.3754
288,-6.1149,3.8503,4.8929,11.2917,8.3323
289,-6.1015,3.7765,4.9085,11.2540,8.2884
290,-6.0869,3.7030,4.9196,11.2158,8.2439
291,-6.0714,3.6296,4.9354,11.1772,8.1989
292,-6.0548,3.5564,4.9536,11.1379,8.1537
293,-6.0369,3.4836,4.9729,11.0979,8.1080
294,-6.0176,3.4112,4.9977,11.0569,8.0616
295,-5.9965,3.3392,5.0258,11.0148,8.0145
296,-5.9734,3.2678,5.0511,10.9713,7.9664
297,-5.9484,3.1971,5.0718,10.9266,7.9170
298,-5.9221,3.1269,5.0907,10.8810,7.8667
299,-5.8944,3.0572,5.1065,10.8346,7.8156
