episode_id,step_idx,sim_time,wall_time,robot_position_x,robot_position_y,robot_position_z,robot_yaw,linear_velocity_cmd,angular_velocity_cmd,odom_linear_velocity,odom_angular_velocity,camera_frame_id,image_timestamp,policy_mode,stop_signal,safety_state,notes,shadow_gnm_enabled,shadow_gnm_status,shadow_gnm_model_path,shadow_gnm_latency_ms,shadow_gnm_candidate_linear_velocity,shadow_gnm_candidate_angular_velocity,shadow_gnm_candidate_waypoint_x,shadow_gnm_candidate_waypoint_y,shadow_gnm_goal_distance,shadow_gnm_confidence,shadow_gnm_error,actual_controller,actual_linear_velocity_cmd,actual_angular_velocity_cmd
manual_arc_20260708_030319,29,12.533334,1783476201.688123,1.331527,-0.000449,3e-06,-0.000174,0.3,0.0,0.299667,-0.001238,camera_link,12.533334,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.91,0.3,-0.0667,0.6313,-0.0422,16.47,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,30,12.550001,1783476201.708067,1.336521,-0.00045,-0.0,-0.000173,0.3,0.0,0.299862,-0.000351,camera_link,12.550001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.82,0.3,-0.0671,0.6309,-0.0424,16.48,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,31,12.566667,1783476201.709686,1.341512,-0.000451,0.0,-0.000173,0.3,0.0,0.299862,-0.000351,camera_link,12.566667,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.82,0.3,-0.0671,0.6309,-0.0424,16.48,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,32,12.583334,1783476201.710942,1.346503,-0.000452,-0.0,-0.000173,0.3,0.0,0.299862,-0.000351,camera_link,12.583334,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.82,0.3,-0.0671,0.6309,-0.0424,16.48,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,33,12.600001,1783476201.730528,1.351495,-0.000452,-0.0,-0.000173,0.3,0.0,0.299838,-0.000325,camera_link,12.600001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.83,0.3,-0.0677,0.6301,-0.0427,16.47,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,34,12.616667,1783476201.732269,1.356486,-0.000453,0.0,-0.000173,0.3,0.0,0.299838,-0.000325,camera_link,12.616667,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.83,0.3,-0.0677,0.6301,-0.0427,16.47,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,35,12.633334,1783476201.733617,1.361477,-0.000454,0.0,-0.000173,0.3,0.0,0.299838,-0.000325,camera_link,12.633334,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.83,0.3,-0.0677,0.6301,-0.0427,16.47,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,36,12.650001,1783476201.752974,1.366469,-0.000455,-0.0,-0.000173,0.3,0.0,0.299866,-0.00012,camera_link,12.650001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.67,0.3,-0.0682,0.6289,-0.043,16.47,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,37,12.666667,1783476201.754531,1.37146,-0.000456,0.0,-0.000173,0.3,0.0,0.299866,-0.00012,camera_link,12.666667,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.67,0.3,-0.0682,0.6289,-0.043,16.47,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,38,12.683334,1783476201.755756,1.376452,-0.000457,0.0,-0.000173,0.3,0.0,0.299866,-0.00012,camera_link,12.683334,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.67,0.3,-0.0682,0.6289,-0.043,16.47,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,39,12.700001,1783476201.775148,1.381443,-0.000458,-0.0,-0.000173,0.3,0.0,0.299835,0.000408,camera_link,12.700001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.65,0.3,-0.0683,0.6285,-0.043,16.46,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,40,12.716667,1783476201.776808,1.386434,-0.000458,-0.0,-0.000173,0.3,0.0,0.299835,0.000408,camera_link,12.716667,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.65,0.3,-0.0683,0.6285,-0.043,16.46,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,41,12.733334,1783476201.778622,1.391426,-0.000459,0.0,-0.000174,0.3,0.0,0.299835,0.000408,camera_link,12.733334,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.65,0.3,-0.0683,0.6285,-0.043,16.46,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,42,12.750001,1783476201.798484,1.396417,-0.00046,-0.0,-0.000174,0.3,0.0,0.299849,0.000167,camera_link,12.750001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.93,0.3,-0.0685,0.6282,-0.0431,16.46,,,scripted_cmd_vel,0.3,0.0
